id;top
12040;[6871, 6875, 6882, 6879, 6876, 6868, 1409, 6870, 6878, 4975]
12041;[6871, 6875, 6868, 6882, 1409, 6879, 4975, 6870, 6876, 6878]
12042;[6871, 6868, 6882, 6875, 6879, 1409, 6870, 6878, 4975, 6869]
12043;[6868, 6882, 6871, 6879, 1860, 1409, 6869, 6875, 1854, 6870]
12044;[6871, 6875, 6882, 6868, 6870, 6879, 1409, 6869, 6874, 6878]
12045;[6871, 6875, 6882, 6868, 6870, 6879, 6876, 1409, 6878, 6874]
12046;[6871, 6875, 6882, 6870, 6876, 6879, 6868, 6874, 1409, 6878]
12047;[6871, 6875, 6882, 6868, 6870, 6876, 6879, 6874, 1409, 6869]
12048;[6871, 6875, 6870, 6876, 6882, 6879, 6868, 6869, 6874, 6878]
12049;[6871, 6875, 6882, 6870, 6876, 6868, 6879, 6869, 1409, 6874]
12050;[6871, 6875, 6868, 6882, 6870, 6876, 6879, 6869, 6874, 6878]
12051;[6871, 6875, 6882, 6868, 6876, 6869, 6874, 6870, 6879, 1409]
12052;[6871, 6875, 6868, 6876, 6870, 6882, 6874, 6879, 6869, 6878]
12053;[6871, 6875, 6882, 6869, 6868, 6879, 6876, 6870, 6874, 6878]
12054;[6871, 6875, 6868, 6882, 6874, 6879, 6870, 6876, 6869, 6878]
12055;[6871, 6875, 6882, 6868, 6876, 6879, 6874, 6870, 6869, 1409]
12056;[6875, 6871, 6874, 6882, 6876, 6879, 6868, 6878, 6869, 1409]
12057;[6871, 6875, 6882, 6874, 6879, 6876, 6870, 6868, 6869, 6877]
12058;[6871, 6875, 6874, 6879, 6882, 6876, 6870, 6869, 6877, 6881]
12059;[6871, 6875, 6882, 6879, 6870, 6876, 1409, 6877, 6869, 6834]
12060;[6871, 6875, 6870, 6882, 6879, 6874, 6881, 6876, 6877, 6868]
12061;[6871, 6870, 6875, 6879, 6876, 6882, 6868, 1409, 6877, 6874]
12062;[6871, 6870, 6875, 6882, 6879, 6876, 1409, 6881, 6868, 6877]
12063;[6871, 6869, 6875, 6882, 6870, 6881, 6876, 6879, 1409, 6872]
12064;[6871, 6870, 6882, 6875, 6869, 6881, 6868, 6879, 6876, 6873]
12065;[6871, 6875, 1409, 6870, 6874, 6879, 6868, 6882, 6881, 6878]
12066;[6868, 6869, 6871, 6875, 6870, 6879, 6878, 4975, 6882, 1409]
12067;[6871, 6875, 6882, 6868, 6869, 6879, 6870, 5397, 6878, 1409]
12068;[6871, 6875, 6879, 6868, 6882, 6876, 6870, 4975, 1409, 6869]
12069;[6871, 6875, 6868, 6869, 4975, 1409, 6879, 6882, 6749, 6878]
12070;[6871, 6875, 6879, 6882, 6869, 1409, 6868, 6876, 4975, 6874]
12071;[1854, 4975, 6871, 6833, 6875, 6865, 1860, 1409, 6808, 6869]
12072;[6871, 6875, 6868, 1409, 4975, 6879, 6882, 6869, 5397, 6874]
12073;[6871, 6875, 6868, 6882, 4975, 6878, 6879, 1860, 1409, 6869]
12074;[6868, 6871, 6875, 4975, 1409, 6869, 6882, 1854, 1860, 6879]
12075;[6871, 6875, 6868, 1409, 4975, 6879, 6882, 6869, 6874, 6876]
12076;[6871, 4975, 6875, 6868, 1854, 6869, 1409, 5397, 6749, 1860]
12077;[6868, 6871, 6875, 6882, 1409, 6869, 4975, 6879, 6878, 6874]
12078;[1854, 6868, 6871, 4975, 6875, 6808, 6869, 1409, 6865, 1860]
12079;[6871, 6875, 6882, 6868, 6879, 6870, 1409, 6869, 6878, 6876]
12080;[6868, 6871, 6869, 6870, 4975, 6882, 6875, 6879, 1409, 6878]
12081;[6823, 5397, 6865, 6875, 6808, 2372, 6833, 6809, 6871, 1860]
12082;[6809, 6823, 6806, 2372, 6805, 5397, 6841, 6830, 6808, 6867]
12083;[6868, 6869, 6871, 6805, 6875, 6867, 5397, 6865, 6823, 6830]
12084;[6875, 5397, 6871, 6823, 6865, 6867, 6808, 6868, 2372, 6805]
12085;[6808, 6823, 5397, 6867, 6865, 6805, 6871, 6809, 6869, 6875]
12086;[6871, 6875, 6868, 6869, 4975, 5397, 1409, 6882, 6879, 6874]
12087;[6871, 6875, 6868, 6879, 6869, 1860, 6876, 6882, 6870, 4975]
12088;[6871, 6875, 6882, 6869, 6868, 6870, 6876, 1409, 6879, 6873]
12089;[6875, 6871, 6879, 4975, 6869, 6876, 1409, 6868, 1860, 6833]
12090;[6875, 6871, 6868, 6876, 6879, 6869, 6882, 5397, 1409, 4975]
12091;[6875, 6871, 4975, 5397, 6868, 6879, 6869, 1409, 6876, 6882]
12092;[6868, 6871, 6875, 6879, 6878, 6882, 1409, 6876, 6869, 4975]
12093;[6868, 6871, 6879, 6882, 1409, 6870, 6875, 6878, 6876, 6869]
12094;[6871, 6875, 6879, 6876, 6868, 6882, 1409, 6869, 6877, 4975]
12095;[6875, 6871, 6882, 6879, 6869, 6876, 6868, 6870, 6878, 1409]
12096;[6871, 6875, 6868, 4975, 6882, 6879, 1409, 6869, 6878, 6876]
12097;[6871, 4975, 6875, 5397, 1409, 6868, 6879, 1854, 1860, 6858]
12098;[6871, 6868, 6875, 6879, 1409, 4975, 6882, 6869, 6876, 6878]
12099;[6871, 6875, 6868, 6869, 6882, 4975, 1409, 6879, 6876, 6878]
12100;[6871, 6869, 6868, 6875, 6870, 6882, 6879, 4975, 5397, 6881]
12101;[6871, 6875, 6882, 1409, 6868, 6879, 6876, 6869, 4975, 6874]
12102;[6871, 6875, 6882, 6869, 6879, 1409, 6868, 6870, 6876, 6881]
12103;[6871, 6875, 6879, 6868, 6882, 1409, 6870, 6869, 6876, 6877]
12104;[6871, 6875, 1854, 1860, 4975, 6873, 6868, 5397, 6749, 1409]
12105;[6871, 4975, 1409, 6875, 1895, 6879, 6876, 6868, 6877, 1860]
12106;[6871, 6875, 6868, 1409, 4975, 6869, 6879, 6882, 6878, 6870]
12107;[4975, 6871, 6875, 6869, 1409, 6879, 6868, 5397, 6808, 6882]
12108;[6871, 6868, 6875, 6869, 6882, 4975, 1409, 6879, 6874, 6808]
12109;[6823, 4975, 6871, 6808, 6824, 6835, 2372, 6820, 1860, 6827]
12110;[6871, 6875, 6873, 4975, 6882, 6879, 1409, 6872, 6869, 6876]
12111;[6871, 6875, 6868, 1409, 6879, 6882, 1860, 6869, 1854, 4975]
12112;[6871, 6868, 6875, 6882, 6870, 6879, 6876, 1409, 6869, 1860]
12113;[6871, 6879, 6868, 6882, 6876, 6875, 6870, 1409, 6877, 6878]
12114;[6871, 6875, 6868, 6879, 6870, 6878, 6876, 6882, 1409, 6869]
12115;[6871, 6875, 6868, 6882, 6870, 6879, 6881, 1409, 6876, 6869]
12116;[6871, 6875, 6882, 6868, 6870, 1409, 6879, 6869, 6876, 6881]
12117;[6868, 6870, 6871, 6882, 6875, 6881, 6879, 6878, 6869, 1409]
12118;[6871, 6875, 6882, 6869, 6879, 6876, 6868, 1409, 6870, 6874]
12119;[6871, 6875, 6882, 6870, 6879, 6868, 1409, 6876, 6869, 6878]
12120;[6871, 6875, 6882, 6868, 6879, 1409, 6876, 4975, 6870, 6874]
12121;[6871, 6875, 6882, 6868, 6870, 6879, 6869, 1409, 6874, 6876]
12122;[6871, 6875, 6868, 6882, 6870, 6874, 6869, 6879, 6876, 1409]
12123;[6871, 6875, 6882, 6879, 6876, 6870, 6868, 6869, 1409, 6878]
12124;[6871, 6875, 6870, 6876, 6882, 6879, 6868, 6869, 1409, 6878]
12125;[6875, 6871, 6870, 6876, 1409, 6882, 6879, 6868, 6869, 4975]
12126;[6871, 6870, 6875, 6882, 6879, 6876, 6881, 1409, 6869, 6868]
12127;[6871, 6875, 6882, 6870, 6869, 6879, 1409, 6868, 6881, 6876]
12128;[6871, 6875, 6870, 6868, 6879, 6874, 6882, 1409, 6876, 6877]
12129;[6871, 6875, 6870, 6868, 6882, 6879, 6874, 6869, 6878, 6876]
12130;[6875, 6871, 1854, 1860, 6878, 6868, 1409, 5397, 6879, 4129]
12131;[6875, 6871, 6868, 6878, 6879, 1854, 6874, 1409, 6833, 6882]
12132;[6875, 6868, 6871, 6878, 6879, 1409, 6874, 6876, 6882, 6869]
12133;[6868, 6871, 6875, 1854, 1409, 6833, 6879, 6869, 6870, 1860]
12134;[6871, 6875, 6868, 6882, 6879, 6869, 6878, 1409, 6870, 6876]
12135;[6871, 6833, 6875, 6879, 6868, 6878, 1409, 4975, 6869, 6865]
12136;[6878, 6875, 6879, 6868, 6871, 6882, 6870, 6876, 1409, 6877]
12137;[6875, 6871, 6868, 6878, 6882, 6879, 6876, 6870, 1409, 6874]
12138;[6871, 6875, 6882, 6868, 6869, 6870, 6879, 1409, 6876, 6874]
12139;[6875, 6871, 6882, 6868, 6879, 1854, 6878, 1409, 6876, 6869]
12140;[6871, 6875, 6879, 6876, 6882, 1409, 6869, 6749, 6868, 1854]
12141;[6871, 6875, 6869, 6882, 6868, 1409, 6879, 6749, 4975, 6876]
12142;[6871, 6875, 6869, 6749, 1409, 6868, 6882, 6879, 1860, 5397]
12143;[6875, 6871, 6869, 6833, 4975, 6879, 1409, 6868, 6865, 6882]
12144;[6871, 6875, 6879, 6869, 1409, 6882, 4975, 6868, 6877, 6876]
12145;[6871, 6875, 6869, 6834, 1409, 6879, 6882, 6877, 4975, 6868]
12146;[6808, 6823, 6824, 6871, 6834, 6875, 6856, 1860, 6827, 6869]
12147;[6871, 6875, 6869, 6882, 6876, 6881, 6834, 6879, 6870, 6877]
12148;[6871, 6875, 6870, 6882, 6879, 6876, 6868, 1409, 6878, 6874]
12149;[6875, 6871, 6870, 6834, 6881, 6869, 6882, 6868, 6876, 6833]
12150;[6875, 6871, 6882, 6868, 6876, 1409, 6869, 6879, 6881, 6870]
12151;[6875, 6871, 6882, 6870, 6868, 6876, 6879, 6869, 1409, 6881]
12152;[6871, 6875, 6882, 6870, 6868, 1409, 6879, 6876, 6874, 6881]
12153;[6871, 6882, 6875, 6869, 6870, 6881, 6879, 6874, 6876, 6868]
12154;[6871, 6869, 6882, 6875, 6870, 6881, 6879, 6874, 6876, 6868]
12155;[6870, 6871, 6875, 6881, 6879, 6869, 6882, 6876, 1409, 6877]
12156;[6871, 6882, 6870, 6869, 6881, 1409, 6875, 6879, 6877, 6874]
12157;[6871, 6882, 6875, 6870, 6879, 6881, 6869, 1409, 6874, 6876]
12158;[6871, 6875, 6870, 6882, 6879, 1409, 6869, 6881, 6877, 6876]
12159;[6882, 6871, 6870, 6875, 6879, 6881, 1409, 6876, 6869, 6868]
12160;[6875, 6882, 6871, 6870, 6879, 6876, 1409, 6881, 6877, 6869]
12161;[6875, 6870, 6882, 6879, 6871, 6876, 6877, 6878, 6869, 1409]
12162;[6875, 6870, 6882, 6871, 6879, 6874, 6876, 6878, 6869, 6868]
12163;[6875, 6870, 6874, 6871, 6879, 6881, 6878, 6877, 6876, 6882]
12164;[6870, 6875, 6871, 6879, 6874, 6878, 6876, 6882, 6880, 6877]
12165;[6875, 6870, 6871, 6882, 6874, 6876, 6879, 6878, 6868, 6877]
12166;[6875, 6870, 6871, 6882, 6874, 6879, 6876, 6877, 6868, 6881]
12167;[6875, 6871, 6870, 4135, 6834, 6879, 1474, 6882, 1197, 6869]
12168;[6875, 6870, 6871, 6874, 6882, 6879, 6834, 2224, 6872, 5556]
12169;[6875, 6869, 6871, 6874, 6838, 6870, 6882, 6834, 6881, 6879]
12170;[6875, 6834, 6870, 6871, 6874, 6879, 6877, 6881, 6882, 6838]
12171;[6875, 6871, 6870, 6874, 6876, 6882, 6872, 6879, 6873, 6869]
12172;[6871, 6882, 6875, 6870, 6879, 6868, 1409, 6874, 6877, 6881]
12173;[6870, 6871, 6875, 6879, 6882, 6872, 1409, 6873, 6868, 6881]
12174;[6868, 6869, 6875, 6870, 6871, 1409, 6874, 6882, 6881, 6879]
12175;[6875, 6871, 6879, 6869, 6870, 6882, 1409, 6877, 6881, 6868]
12176;[6875, 6879, 6871, 6869, 6874, 6882, 1409, 6877, 6878, 6870]
12177;[6875, 6871, 6874, 6869, 6879, 6881, 6882, 6868, 6870, 6877]
12178;[6871, 6875, 6879, 6882, 6834, 6881, 6868, 6869, 6876, 6877]
12179;[6875, 6871, 6879, 6868, 6874, 6869, 1409, 6881, 6882, 6877]
12180;[6875, 6871, 6874, 6868, 6869, 6879, 1409, 6882, 6870, 6878]
12181;[6875, 6871, 6879, 6869, 6874, 6868, 6882, 1409, 6878, 6876]
12182;[6875, 6871, 6879, 6882, 6869, 1409, 6868, 6873, 6876, 6878]
12183;[6875, 6871, 6868, 6879, 6874, 6878, 6882, 6869, 6870, 6876]
12184;[6875, 6871, 6869, 6879, 6874, 6868, 6882, 6870, 6878, 6881]
12185;[6875, 6868, 6871, 6879, 6874, 6869, 6882, 6878, 6870, 1409]
12186;[6875, 6871, 6879, 6869, 6874, 6868, 6882, 6878, 6876, 1409]
12187;[6875, 6874, 6871, 6879, 6881, 6882, 6868, 6869, 1409, 6876]
12188;[6875, 6871, 6879, 6874, 6881, 6868, 6882, 6869, 1409, 6870]
12189;[6875, 6871, 6874, 6879, 6868, 6869, 6882, 6876, 6878, 1409]
12190;[6875, 6871, 6868, 6874, 6879, 6876, 6869, 6882, 6870, 6878]
12191;[6875, 6879, 6871, 6876, 6878, 6868, 1409, 6874, 6882, 6870]
12192;[6875, 6871, 6874, 6882, 6870, 6879, 1409, 6868, 6876, 6869]
12193;[6871, 6868, 6870, 6875, 6879, 6876, 6882, 6869, 6874, 6881]
12194;[6871, 6875, 6876, 6879, 6868, 6874, 6870, 1409, 6882, 6877]
12195;[6875, 6871, 6868, 6870, 6876, 6882, 6879, 1409, 6874, 4975]
12196;[6871, 6868, 6870, 6874, 6875, 6879, 6882, 1409, 6877, 6876]
12197;[6868, 6870, 6871, 6875, 6882, 6879, 6874, 6876, 6880, 1409]
12198;[6871, 6875, 6856, 6879, 5397, 6868, 6882, 6808, 6824, 6831]
12199;[6871, 6875, 6879, 1409, 6882, 6868, 6876, 6877, 4975, 6870]
12200;[6871, 6868, 6875, 6869, 1409, 6882, 6879, 6870, 6874, 6877]
12201;[6871, 6875, 6868, 6882, 6869, 6879, 6870, 6873, 4975, 6876]
12202;[6875, 6871, 6878, 6870, 6879, 6868, 6876, 6882, 6874, 6869]
12203;[6875, 6871, 6876, 6869, 6882, 6879, 6870, 6834, 6878, 6877]
12204;[6875, 6871, 6882, 6876, 6879, 6869, 6868, 6870, 6874, 1409]
12205;[6875, 6871, 6870, 6879, 1409, 6882, 6876, 6869, 6868, 6877]
12206;[6871, 6875, 6882, 6868, 6870, 6879, 6873, 6874, 6876, 6869]
12207;[6871, 6875, 6879, 6882, 6876, 1409, 6868, 6877, 6870, 6874]
12208;[6871, 6879, 6868, 6875, 6882, 6876, 6877, 1409, 6874, 6870]
12209;[6871, 6868, 6875, 6879, 6876, 6870, 6878, 6882, 6874, 6877]
